Name,Count,Rank,Percent,Overall_Rank,Total_Count
GARCIA,779412,1,90.8,8,858289
RODRIGUEZ,745530,2,92.7,9,804240
MARTINEZ,710896,3,91.7,11,775072
HERNANDEZ,662648,4,93.8,15,706372
LOPEZ,568768,5,91.5,21,621536
GONZALEZ,561795,6,94,23,597718
PEREZ,447729,7,91.6,29,488521
SANCHEZ,404972,8,91.8,33,441242
RAMIREZ,364364,9,93.7,42,388987
TORRES,296424,10,91.2,50,325169
FLORES,283979,11,90.8,55,312615
RIVERA,270026,12,90.2,59,299463
GOMEZ,240289,13,91.2,68,263590
DIAZ,229666,14,91.2,73,251772
REYES,202052,15,86.9,81,232511
MORALES,199969,16,91.9,90,217642
CRUZ,199270,17,86.2,82,231065
ORTIZ,198260,18,92.4,94,214683
GUTIERREZ,196703,19,92.4,96,212905
CHAVEZ,170959,20,92,118,185865
RAMOS,164943,21,85.4,112,193096
GONZALES,163758,22,84.4,110,193934
RUIZ,160868,23,91.7,129,175429
ALVAREZ,153049,24,90.7,132,168817
MENDOZA,149300,25,88.6,134,168567
VASQUEZ,147926,26,92.5,143,159989
CASTILLO,147023,27,88.9,135,165473
JIMENEZ,146420,28,93,147,157475
MORENO,132896,29,91,170,146088
ROMERO,132444,30,86.1,154,153772
HERRERA,129425,31,91.9,175,140786
MEDINA,125557,32,90.1,176,139353
AGUILAR,116527,33,92.2,213,126399
GARZA,114783,34,92.5,220,124130
CASTRO,113959,35,85.5,194,133254
VARGAS,113763,36,91.8,221,123952
FERNANDEZ,112417,37,80.7,178,139302
GUZMAN,109736,38,92.7,230,118390
MUNOZ,109071,39,92.6,232,117774
MENDEZ,104394,40,92.6,242,112736
SALAZAR,103131,41,90.9,240,113468
SOTO,98388,42,92.3,257,106631
DELGADO,90051,43,91.3,282,98675
PENA,90035,44,91.6,284,98345
RIOS,89828,45,93,285,96569
ALVARADO,87697,46,93.6,294,93723
SANDOVAL,87308,47,90.7,287,96303
CONTRERAS,86869,48,93.8,299,92660
VALDEZ,86599,49,87.8,283,98610
GUERRERO,85980,50,91.3,291,94152
ORTEGA,85522,51,91.8,296,93131
ESTRADA,85080,52,91.7,298,92831
NUNEZ,82279,53,91.2,306,90208
MALDONADO,81811,54,93,316,88016
VEGA,80306,55,91.5,318,87728
VAZQUEZ,80272,56,94.5,328,84926
SANTIAGO,79341,57,87.2,302,90967
DOMINGUEZ,76555,58,91.4,334,83731
ESPINOZA,74793,59,94.3,360,79322
SILVA,73364,60,58.1,214,126164
PADILLA,72798,61,89,345,81805
MARQUEZ,71828,62,89.8,357,79951
CORTEZ,68611,63,88.5,367,77492
ROJAS,68183,64,93.3,393,73071
ACOSTA,67292,65,88,377,76477
FIGUEROA,66629,66,91.9,398,72533
LUNA,65911,67,86.6,378,76127
JUAREZ,65153,68,94.7,429,68785
NAVARRO,64036,69,86.6,388,73970
CAMPOS,62640,70,89.5,420,69950
MOLINA,62579,71,89.1,417,70211
AVILA,62461,72,89.4,421,69843
AYALA,62198,73,93.5,449,66515
MEJIA,62043,74,93.3,448,66534
CARRILLO,61757,75,92.1,443,67054
DURAN,57955,76,85.2,434,68046
SANTOS,57733,77,58.3,279,98993
SALINAS,56963,78,92.5,490,61582
ROBLES,55814,79,90.6,489,61619
SOLIS,54941,80,91.5,497,60045
LARA,54534,81,91.3,501,59731
CERVANTES,54507,82,94.5,520,57685
AGUIRRE,53922,83,91.5,508,58918
DELEON,53751,84,81.9,460,65598
OCHOA,53303,85,93.2,523,57210
MIRANDA,52899,86,78.2,437,67646
CARDENAS,52632,87,93,529,56618
TRUJILLO,52498,88,88.1,504,59609
VELASQUEZ,52167,89,91.3,525,57163
FUENTES,51655,90,91.5,530,56441
CABRERA,51288,91,89.7,524,57171
LEON,50651,92,81.7,483,62034
RIVAS,50456,93,92.4,553,54588
MONTOYA,50100,94,87.8,526,57075
CALDERON,49824,95,91.1,550,54691
COLON,49422,96,89,539,55512
SERRANO,49160,97,89.3,545,55057
GALLEGOS,49150,98,89.9,551,54672
ROSALES,47347,99,92.2,595,51336
CASTANEDA,47314,100,92.6,600,51089
VILLARREAL,46590,101,92.5,613,50351
GUERRA,46318,102,84.9,554,54575
TREVINO,46080,103,91.3,612,50454
PACHECO,45487,104,77.7,512,58534
IBARRA,44395,105,94.7,662,46895
VALENCIA,44033,106,88,616,50026
MACIAS,43766,107,93.6,664,46739
CAMACHO,43331,108,88.4,630,49000
SALAS,43294,109,89.7,643,48282
OROZCO,43056,110,95.1,690,45289
ROMAN,41692,111,70.6,507,59020
ZAMORA,41464,112,90.5,684,45806
SUAREZ,41213,113,87.3,658,47235
FRANCO,41019,114,77.2,571,53161
BARRERA,40236,115,92,713,43720
MERCADO,40070,116,86.3,674,46437
SANTANA,39983,117,91.1,710,43875
VALENZUELA,39034,118,89.2,711,43770
ESCOBAR,38900,119,90.6,723,42955
RANGEL,38841,120,92.8,750,41868
MELENDEZ,38785,121,92,744,42139
VELEZ,38688,122,90.4,727,42820
LOZANO,38642,123,90.8,734,42567
VELAZQUEZ,37984,124,94.9,789,40030
SMITH,37069,125,1.6,1,2376206
ARIAS,36963,126,92.2,787,40086
MORA,36849,127,89.1,759,41348
DELACRUZ,36795,128,74.9,629,49158
GALVAN,36658,129,91.5,788,40046
ZUNIGA,36565,130,93.6,804,39057
CANTU,36021,131,91,793,39601
VILLANUEVA,35990,132,80.7,703,44570
MEZA,35677,133,94.7,835,37662
ACEVEDO,35414,134,92.6,824,38232
CISNEROS,34846,135,94.1,850,37050
ARROYO,34845,136,92.5,833,37678
PINEDA,34799,137,89.2,806,38999
ANDRADE,34751,138,74.4,666,46702
TAPIA,34549,139,92.9,845,37201
SOSA,34034,140,92.5,859,36813
VILLA,33984,141,86.2,797,39402
ROCHA,33336,142,79.1,744,42139
RUBIO,33028,143,90.4,866,36531
ZAVALA,32399,144,95.1,938,34068
MONTES,32320,145,91.8,901,35196
PONCE,32094,146,90.7,895,35400
BONILLA,31972,147,91.8,908,34824
ARELLANO,31930,148,91.2,905,34999
ROSARIO,31712,149,86.8,865,36539
DAVILA,31640,150,91.6,924,34541
VILLEGAS,31601,151,91.1,917,34684
HUERTA,31547,152,94.6,959,33348
MATA,31417,153,90.1,907,34888
BELTRAN,31089,154,89.5,914,34736
BARAJAS,30851,155,96,989,32147
BENITEZ,30803,156,92.1,957,33441
ESPARZA,30714,157,93.7,971,32772
CORDOVA,29925,158,85.3,903,35074
MURILLO,29768,159,93.1,995,31964
SALGADO,29375,160,92.9,1012,31627
ROSAS,29184,161,94,1030,31050
CUEVAS,28189,162,88,993,32015
PALACIOS,28124,163,93,1057,30231
GUEVARA,27889,164,90.4,1039,30844
QUINTERO,27858,165,93,1070,29952
JOHNSON,27857,166,1.5,2,1857160
LUCERO,27643,167,81.5,945,33922
MEDRANO,27164,168,92.4,1091,29386
BAUTISTA,27083,169,71.6,830,37847
MARTIN,26841,170,4,17,672711
LUGO,26489,171,90.3,1092,29328
DEJESUS,26336,172,82.8,1002,31803
ESPINOSA,26272,173,86,1047,30538
MARIN,26246,174,82.6,1003,31786
CORTES,26144,175,86.7,1061,30141
MAGANA,26132,176,94.8,1166,27571
QUINTANA,25964,177,87.3,1073,29755
CORONA,25964,177,87.9,1081,29525
TREJO,25781,179,94.1,1172,27383
BERNAL,25650,180,87.2,1089,29418
NIEVES,25624,181,91.5,1146,28011
VILLALOBOS,25489,182,94,1188,27107
ENRIQUEZ,25478,183,85.3,1072,29886
REYNA,25144,184,92.4,1181,27215
JARAMILLO,25067,185,89.4,1144,28024
SAENZ,24727,186,90.9,1182,27211
QUINONES,24703,187,90.5,1177,27290
DELAROSA,24693,188,87.8,1137,28134
AVALOS,24672,189,95.4,1246,25875
ESQUIVEL,24594,190,93.5,1220,26301
WILLIAMS,24545,191,1.6,3,1534042
NAVA,24539,192,92.7,1212,26463
CANO,24502,193,90.2,1185,27179
BRAVO,24446,194,88.6,1165,27576
DUARTE,24420,195,76.6,997,31896
GALINDO,24413,196,91.3,1199,26730
CORREA,24299,197,84.1,1109,28910
PARRA,24228,198,90.9,1203,26654
RODRIQUEZ,23655,199,89.7,1217,26377
SALDANA,23454,200,92.4,1273,25386
LEAL,23451,201,83,1133,28248
SIERRA,23304,202,89,1227,26181
BLANCO,22991,203,79.7,1115,28843
BECERRA,22968,204,93.9,1325,24468
BROWN,22634,205,1.6,4,1380145
CARRASCO,22361,206,91.9,1331,24343
PORTILLO,22251,207,92.7,1353,24008
TOVAR,22183,208,93.4,1370,23743
ALFARO,22131,209,91.8,1346,24108
VERA,22022,210,89.7,1319,24553
ZAPATA,21955,211,91.9,1361,23900
MUNIZ,21700,212,89.7,1340,24203
CARDONA,21580,213,90.6,1365,23806
VIGIL,21514,214,82,1224,26224
SAUCEDO,21273,215,95.2,1464,22357
BAEZ,21019,216,93.4,1454,22512
HURTADO,20790,217,93.5,1468,22247
AMAYA,20696,218,93.4,1473,22149
ESCOBEDO,20622,219,94.6,1502,21790
PERALTA,20591,220,83.3,1305,24713
ARREDONDO,20443,221,93.8,1503,21785
AGUILERA,20271,222,93.5,1519,21685
ZEPEDA,20018,223,94,1545,21305
ROSADO,19928,224,90.3,1479,22066
HINOJOSA,19912,225,93.8,1552,21228
RENTERIA,19896,226,94,1558,21159
GALLARDO,19895,227,88.7,1460,22435
BARRIOS,19800,228,86.3,1427,22941
FELIX,19722,229,62.4,1011,31631
CASTELLANOS,19711,230,93.9,1568,20985
BACA,19707,231,80.2,1316,24572
SEGURA,19690,232,86.8,1445,22689
JONES,19624,233,1.4,5,1362755
GUILLEN,19531,234,91.9,1550,21257
CORDERO,19341,235,83.6,1409,23127
CHACON,19281,236,91.2,1559,21153
VALLE,19274,237,83.7,1415,23039
CORONADO,18848,238,91.9,1608,20503
DELATORRE,18831,239,91.4,1600,20614
VELA,18751,240,91.2,1603,20569
MORAN,18623,241,23.7,362,78546
ALONSO,18518,242,89,1581,20802
VELASCO,18505,243,80.1,1411,23114
MADRIGAL,18209,244,92.8,1672,19632
CARRANZA,18172,245,93.8,1697,19375
QUIROZ,18167,246,93.1,1684,19507
ROMO,17877,247,89.1,1634,20066
MADRID,17853,248,85.7,1580,20834
MONTANO,17846,249,84.5,1562,21110
SERNA,17811,250,90.2,1662,19751
YBARRA,17754,251,88.7,1639,20013
CABALLERO,17734,252,87.5,1620,20270
BURGOS,17571,253,88.7,1658,19816
VENTURA,17555,254,65.6,1196,26769
OLVERA,17533,255,94.7,1778,18512
ROSA,17405,256,61.3,1132,28375
VARELA,17390,257,88.4,1664,19672
LEYVA,17371,258,92.6,1749,18769
QUEZADA,17365,259,95.9,1820,18107
BERMUDEZ,17210,260,88.5,1689,19451
BENAVIDES,17182,261,92.3,1764,18617
ARAGON,17132,262,82.7,1588,20723
AVILES,17004,263,91.8,1775,18521
URIBE,16950,264,92.7,1805,18283
DAVIS,16943,265,1.6,7,1072335
PAGAN,16742,266,80.9,1593,20702
PAREDES,16719,267,89.5,1758,18689
OSORIO,16715,268,92.7,1827,18037
YANEZ,16688,269,93,1839,17950
NIETO,16674,270,88.6,1744,18817
CARMONA,16555,271,90.5,1803,18289
GRANADOS,16410,272,94,1888,17463
GIL,16339,273,84.2,1691,19403
MONTALVO,16324,274,90.3,1823,18085
CASILLAS,16317,275,93.3,1882,17498
LUJAN,16160,276,85.5,1737,18892
BUSTAMANTE,16156,277,88,1794,18363
MILLER,16128,278,1.4,6,1127803
RICO,16101,279,85.9,1754,18735
BARRON,16012,280,34.7,678,46196
ANAYA,15976,281,91.8,1894,17405
ORNELAS,15911,282,92.1,1909,17278
OLIVARES,15798,283,93.7,1961,16857
CANALES,15785,284,90.8,1897,17381
GAMEZ,15780,285,93.9,1971,16812
CUELLAR,15667,286,91,1917,17217
LEMUS,15537,287,93.7,2004,16583
PRADO,15477,288,88,1873,17586
BARRAGAN,15252,289,95.2,2078,16021
PAZ,15238,290,85.7,1858,17776
PINA,15215,291,78.4,1692,19399
REYNOSO,15164,292,93.6,2049,16208
VALADEZ,15120,293,94,2064,16083
NAVARRETE,14941,294,93.3,2080,16010
OTERO,14821,295,87.4,1947,16956
ALEMAN,14808,296,90.4,2029,16379
MARRERO,14776,297,88,1974,16783
OLIVAS,14674,298,90.8,2053,16164
AREVALO,14601,299,91.6,2087,15942
OJEDA,14601,299,92.5,2110,15780
FONSECA,14565,301,74.6,1682,19513
QUINTANILLA,14556,302,91.8,2102,15849
SOLANO,14531,303,86.1,1958,16869
ESCAMILLA,14404,304,94.3,2183,15278
FELICIANO,14348,305,83.8,1933,17112
TELLEZ,14343,306,93.6,2174,15320
SEPULVEDA,14136,307,90.6,2131,15611
ORELLANA,14093,308,94.3,2229,14943
ARREOLA,14069,309,94.6,2245,14874
BETANCOURT,14065,310,88.6,2098,15876
CARBAJAL,14056,311,93.8,2224,14993
AMADOR,14004,312,87.5,2081,15997
SOTELO,13959,313,91.2,2177,15308
HIDALGO,13881,314,82.5,1967,16824
OCAMPO,13786,315,79.5,1903,17334
RENDON,13779,316,89.6,2165,15375
VENEGAS,13776,317,93.9,2271,14677
NEGRON,13715,318,90.9,2208,15090
BANUELOS,13672,319,95.9,2326,14260
WILSON,13547,320,1.7,10,783051
PATINO,13517,321,90.5,2233,14929
CAVAZOS,13492,322,92.8,2290,14543
TORREZ,13464,323,90.3,2236,14904
MATOS,13380,324,79.6,1968,16819
CASAS,13378,325,91.4,2275,14635
GODINEZ,13362,326,94.4,2346,14152
VALDES,13325,327,85.6,2139,15567
LONGORIA,13287,328,89.5,2251,14843
LEDESMA,13161,329,87.3,2211,15077
ALANIZ,13154,330,92.8,2341,14169
ARANDA,13084,331,89.1,2268,14683
PRIETO,13077,332,88.4,2259,14786
VALLEJO,13073,333,90.3,2296,14484
POLANCO,13038,334,93.5,2383,13938
ZARATE,12895,335,92.1,2371,14000
PULIDO,12777,336,90.3,2347,14151
ARCE,12766,337,85.9,2249,14855
BARRAZA,12752,338,95,2463,13430
MENA,12750,339,89.2,2317,14299
ALONZO,12692,340,77.7,2038,16326
GAMBOA,12561,341,83.1,2205,15117
ARTEAGA,12494,342,94.8,2511,13185
ESCALANTE,12479,343,88.9,2365,14032
VALENTIN,12450,344,84.6,2265,14720
GALVEZ,12370,345,86.4,2314,14311
BRITO,12349,346,83.8,2262,14740
CERDA,12338,347,93.4,2505,13215
ZARAGOZA,12266,348,92.6,2495,13245
NEVAREZ,12263,349,94.5,2559,12979
CHAVARRIA,12132,350,92.7,2534,13093
SALDIVAR,12088,351,92.3,2530,13095
CORRAL,12073,352,91.1,2493,13252
SAAVEDRA,12068,353,90.3,2479,13358
ANDERSON,12046,354,1.6,12,762394
MARROQUIN,12031,355,93.5,2585,12874
CHAPA,12028,356,90,2475,13370
MIRELES,11999,357,93.3,2590,12863
CRESPO,11984,358,86.6,2401,13835
ARRIAGA,11977,359,93.8,2598,12765
COVARRUBIAS,11961,360,95.4,2648,12543
SALCEDO,11922,361,87.7,2440,13593
HOLGUIN,11894,362,91.2,2546,13039
MOYA,11883,363,87.9,2451,13526
ALCALA,11856,364,91.4,2562,12972
LINARES,11842,365,92.5,2595,12799
HEREDIA,11809,366,93,2615,12703
THOMAS,11798,367,1.7,14,710696
CEJA,11790,368,96.6,2707,12199
BARRIENTOS,11718,369,92.3,2620,12690
APONTE,11627,370,90.1,2575,12905
TAYLOR,11598,371,1.6,13,720370
MONTANEZ,11585,372,92.8,2656,12482
NAJERA,11529,373,94,2698,12270
RODRIGUES,11519,374,43.2,1204,26652
CORNEJO,11489,375,92.5,2673,12416
ALARCON,11477,376,89.5,2594,12821
ONTIVEROS,11475,377,93.2,2693,12317
ANGUIANO,11456,378,95.4,2758,12006
SORIANO,11316,379,65,1891,17418
PIMENTEL,11294,380,69,2031,16358
ELIZONDO,11232,381,92.2,2711,12183
ZAMBRANO,11179,382,89.6,2661,12471
RINCON,11141,383,93.5,2782,11921
MONDRAGON,11099,384,92,2745,12063
CAZARES,11071,385,96,2861,11531
ROBLEDO,10891,386,93.7,2829,11620
ACUNA,10888,387,86.8,2650,12537
BUENO,10887,388,84.8,2591,12845
BUSTOS,10879,389,87.7,2680,12401
ADAME,10862,390,91.7,2791,11848
BALDERAS,10808,391,93.8,2864,11520
DELOSSANTOS,10757,392,77.9,2409,13802
TOLEDO,10724,393,73.9,2294,14514
VALDIVIA,10718,394,93.3,2871,11484
NARANJO,10702,395,89.6,2772,11946
PERALES,10619,396,91.9,2850,11558
DELGADILLO,10599,397,95.4,2984,11107
PUENTE,10578,398,91.7,2858,11533
FRIAS,10536,399,85.3,2684,12357
VIDAL,10514,400,75.8,2395,13867
MOORE,10480,401,1.5,16,698671
THOMPSON,10439,402,1.6,19,644368
GUAJARDO,10377,403,93.1,2971,11143
NEGRETE,10354,404,92.5,2961,11188
COLLAZO,10323,405,90.8,2907,11365
ABREU,10322,406,79.3,2553,13012
CEBALLOS,10267,407,92.6,2992,11088
JAIMES,10257,408,96.2,3113,10661
BATISTA,10225,409,78.1,2530,13095
IRIZARRY,10224,410,88.6,2857,11538
JACKSON,10192,411,1.5,18,666125
ESPINAL,10092,412,95.8,3138,10534
CARRERA,10067,413,85.7,2805,11752
TAMAYO,10039,414,82.8,2729,12130
PANTOJA,9965,415,94.8,3148,10507
OLIVA,9946,416,66.8,2241,14892
WHITE,9912,417,1.5,20,639515
ESPINO,9901,418,90.3,3030,10968
BENAVIDEZ,9842,419,90,3039,10935
ORDONEZ,9841,420,86.6,2906,11366
NORIEGA,9816,421,88.5,2990,11089
ALMANZA,9811,422,94.2,3163,10412
URBINA,9796,423,93.2,3145,10511
LIMON,9701,424,90.2,3086,10760
GAYTAN,9679,425,95.2,3224,10164
MONTERO,9676,426,80.7,2761,11997
ARCHULETA,9655,427,80.6,2763,11978
ARMENTA,9617,428,91.2,3136,10542
BANDA,9602,429,87.7,3033,10954
FARIAS,9591,430,80.1,2764,11977
TEJEDA,9583,431,95.2,3256,10071
FIERRO,9576,432,80.5,2785,11891
MOJICA,9576,432,88.6,3077,10803
SOLORZANO,9572,434,94.3,3232,10151
VILLASENOR,9526,435,93.5,3214,10190
MESA,9501,436,83.8,2915,11341
MARES,9455,437,78.5,2751,12041
TIRADO,9451,438,90.9,3167,10396
LIRA,9430,439,88.5,3116,10655
AGUAYO,9348,440,94.6,3321,9878
LERMA,9305,441,90.9,3208,10235
ARGUETA,9304,442,95.5,3357,9738
PALMA,9299,443,64.9,2312,14339
JAIME,9279,444,91.4,3232,10151
AQUINO,9245,445,50,1781,18472
ALICEA,9220,446,90,3204,10246
CLARK,9213,447,1.7,25,548369
SORIA,9161,448,86.2,3119,10629
SOLORIO,9110,449,95.1,3421,9580
JASSO,9096,450,91.5,3308,9938
VALLES,9068,451,87.3,3170,10388
GARIBAY,9041,452,94,3408,9623
CINTRON,9034,453,88.9,3230,10158
CENTENO,8999,454,88.3,3215,10188
PRECIADO,8980,455,93.8,3422,9572
LOERA,8957,456,94.7,3456,9459
MACHADO,8931,457,48.5,1788,18429
HENRIQUEZ,8925,458,90.8,3337,9824
BRIONES,8921,459,80.1,2971,11143
ARMENDARIZ,8911,460,93.1,3423,9569
GIRON,8861,461,81.5,3057,10874
LOMELI,8838,462,94.4,3492,9359
CARABALLO,8815,463,90,3342,9794
ELIAS,8768,464,45.2,1694,19394
BERRIOS,8752,465,91.3,3415,9590
BARBOSA,8709,466,64.8,2462,13433
GARAY,8687,467,85.7,3236,10142
TEJADA,8622,468,88.9,3372,9700
HARRIS,8606,469,1.4,24,593542
LOYA,8581,470,86.4,3309,9929
ANGULO,8528,471,91.8,3515,9293
REGALADO,8501,472,88.7,3417,9589
APODACA,8495,473,84.5,3264,10054
MOTA,8480,474,84,3251,10094
DUENAS,8477,475,85,3297,9976
JAUREGUI,8469,476,92,3542,9210
SEGOVIA,8456,477,90.5,3498,9346
ROBINSON,8451,478,1.7,27,503028
ULLOA,8440,479,92.8,3587,9097
ARAUJO,8422,480,66.6,2624,12646
MONROY,8412,481,91.3,3540,9215
ROLDAN,8396,482,82.6,3220,10168
PORRAS,8394,483,89.1,3467,9419
PADRON,8380,484,89.5,3492,9359
CADENA,8376,485,91.8,3577,9123
VERGARA,8369,486,77.2,3063,10844
LEWIS,8363,487,1.6,26,509930
ALCANTAR,8347,488,94.8,3701,8802
DELAGARZA,8333,489,91.9,3599,9068
FERRER,8295,490,63.8,2556,13010
DELVALLE,8283,491,86.8,3431,9545
MUNGUIA,8277,492,94.6,3723,8749
FAJARDO,8194,493,77.8,3139,10530
PEDRAZA,8158,494,92.4,3692,8828
SANTILLAN,8150,495,93.4,3730,8729
LEE,8119,496,1.3,22,605860
RAZO,8105,497,91.2,3671,8891
APARICIO,8029,498,93.5,3789,8587
WALKER,8021,499,1.6,28,501307
CABRAL,8011,500,41.3,1696,19384
CARLOS,8001,501,65.8,2718,12162
ANGEL,7983,502,41.3,1704,19316
SALCIDO,7980,503,91,3714,8766
QUINONEZ,7971,504,94.6,3870,8426
ROQUE,7904,505,73.1,3076,10806
SAUCEDA,7879,506,92.4,3821,8529
YOUNG,7875,507,1.7,31,465948
ESTRELLA,7871,508,77.4,3221,10167
FALCON,7798,509,68.6,2899,11371
CARREON,7798,509,84.6,3538,9218
BRISENO,7774,511,93.5,3927,8312
FLOREZ,7732,512,88.1,3709,8775
LLAMAS,7716,513,90.6,3829,8521
CEPEDA,7708,514,90.2,3810,8544
OLIVAREZ,7681,515,91.7,3896,8378
CAMARENA,7666,516,94.7,4027,8094
ALTAMIRANO,7643,517,93.2,3979,8200
RUELAS,7635,518,95,4079,8033
BOTELLO,7622,519,92,3938,8287
RESENDEZ,7615,520,94.2,4036,8086
URENA,7608,521,94.3,4052,8064
MILLAN,7551,522,82.7,3572,9127
ALBA,7536,523,76.3,3324,9872
PEREA,7523,524,85.4,3700,8808
ALLEN,7507,525,1.6,32,463368
RUVALCABA,7485,526,97.5,4274,7673
SIFUENTES,7482,527,94.6,4144,7911
PEDROZA,7462,528,93.6,4117,7976
RAMON,7448,529,80.8,3539,9216
TERRAZAS,7445,530,92.6,4067,8044
CORRALES,7433,531,88.8,3900,8373
GUARDADO,7400,532,95.3,4221,7769
ALCARAZ,7359,533,91.5,4070,8041
RESENDIZ,7348,534,96.6,4323,7605
MONTIEL,7319,535,92.7,4152,7899
MENENDEZ,7315,536,80.9,3612,9045
SOLIZ,7309,537,90.9,4070,8041
CACERES,7301,538,90.7,4061,8050
ALMONTE,7299,539,89.6,4003,8149
ADAMS,7270,540,1.8,39,413086
AMARO,7254,541,84.4,3784,8593
VILLAREAL,7248,542,84.5,3797,8577
LORENZO,7244,543,57.6,2643,12568
GALARZA,7244,543,92.7,4205,7811
ZELAYA,7237,545,93,4219,7785
CAMARILLO,7227,546,91.2,4134,7928
BOLANOS,7203,547,93,4236,7745
ARENAS,7173,548,87.3,3970,8220
JACOBO,7172,549,94.8,4346,7566
MONTEZ,7163,550,86.1,3921,8322
VILLAGOMEZ,7159,551,94.4,4334,7584
GODOY,7157,552,86.5,3942,8274
ZAMUDIO,7155,553,93.8,4303,7629
LANDEROS,7152,554,95.5,4383,7492
CURIEL,7147,555,93.8,4307,7621
ALANIS,7144,556,94.4,4345,7567
KING,7112,557,1.6,35,438986
SERRATO,7111,558,93.4,4318,7610
ACEVES,7107,559,94.7,4378,7502
OCASIO,7105,560,92.5,4268,7685
NARVAEZ,7103,561,90.3,4177,7865
TAFOYA,7071,562,78.4,3621,9014
GREEN,7070,563,1.7,37,413477
SCOTT,7058,564,1.7,36,420091
AMBRIZ,7039,565,96.5,4478,7291
LARIOS,7036,566,93.6,4365,7521
OROSCO,7023,567,90,4210,7802
CARRION,6983,568,85.9,4012,8129
VALLADARES,6979,569,92.9,4369,7516
ESTEVEZ,6977,570,90.6,4256,7702
MONTENEGRO,6961,571,87.6,4124,7943
NINO,6952,572,86.7,4085,8023
PICHARDO,6929,573,94.8,4462,7308
NELSON,6926,574,1.7,40,412236
TELLO,6921,575,89.8,4252,7707
HERNANDES,6905,576,94.4,4461,7313
LEBRON,6879,577,86.7,4129,7938
BELLO,6867,578,57.5,2779,11933
OLGUIN,6862,579,87.6,4197,7835
PAEZ,6862,579,89,4250,7711
TIJERINA,6860,581,91.1,4358,7530
MANZO,6854,582,64.7,3126,10595
MARTINES,6837,583,85,4070,8041
TORO,6800,584,79.3,3798,8576
CALVILLO,6783,585,93.4,4494,7265
IGLESIAS,6776,586,85,4118,7975
ECHEVARRIA,6774,587,89.2,4331,7590
TRINIDAD,6764,588,73.3,3533,9228
HILL,6753,589,1.6,41,411770
RIVERO,6744,590,84.3,4095,8001
CEDILLO,6738,591,95.1,4587,7085
LAZO,6711,592,78,3782,8600
WRIGHT,6694,593,1.5,34,440367
GRIEGO,6634,594,84.2,4164,7883
HALL,6630,595,1.4,30,473568
LUCIO,6610,596,86.6,4299,7632
VALERIO,6602,597,65.4,3248,10098
MACIEL,6601,598,78.5,3882,8407
BALTAZAR,6600,599,76.3,3765,8650
PANIAGUA,6596,600,94.2,4630,7004
SANCHES,6575,601,88.2,4397,7457
DELUNA,6559,602,85.4,4270,7684
DELRIO,6555,603,86.5,4336,7580
MATEO,6523,604,76.4,3811,8540
VIERA,6496,605,74.8,3749,8686
OLMOS,6492,606,92.9,4644,6985
INFANTE,6455,607,76.2,3856,8467
MIRAMONTES,6451,608,94.3,4740,6841
PARTIDA,6437,609,94.7,4767,6797
OLIVO,6411,610,77.6,3948,8262
MAESTAS,6398,611,81.7,4198,7830
ROJO,6393,612,90.5,4597,7062
BARBA,6392,613,70.3,3593,9088
MAYORGA,6389,614,93.1,4726,6864
RODARTE,6385,615,91.7,4655,6962
CONCEPCION,6372,616,69.1,3536,9222
TAVAREZ,6366,617,95.2,4817,6690
INIGUEZ,6355,618,96,4870,6621
MERINO,6339,619,84.7,4390,7480
PALOMINO,6323,620,90.8,4654,6963
BADILLO,6322,621,90.6,4647,6980
PARDO,6313,622,71.4,3687,8847
ALDANA,6311,623,88.5,4565,7128
ARMIJO,6300,624,84.4,4393,7465
GAONA,6264,625,93.8,4823,6677
LEDEZMA,6246,626,95.9,4954,6512
TAVERAS,6244,627,95.2,4922,6559
DEANDA,6237,628,89.8,4669,6944
CEDENO,6232,629,88.9,4622,7014
MOSQUEDA,6212,630,92.2,4786,6739
SANTAMARIA,6193,631,68.8,3626,9005
VALDOVINOS,6167,632,96.7,5047,6375
CHAVIRA,6146,633,94.5,4961,6507
MAYA,6145,634,85,4520,7227
JURADO,6138,635,90.1,4760,6809
CAMPBELL,6137,636,1.6,43,371953
AVINA,6128,637,92.4,4858,6631
PEREIRA,6113,638,26.7,1428,22921
BAHENA,6106,639,97.9,5158,6240
LOZA,6089,640,91.4,4832,6665
SARMIENTO,6079,641,67.6,3630,8986
BAKER,6076,642,1.5,38,413351
BALLESTEROS,6072,643,78.7,4248,7714
GRACIA,6062,644,80.7,4371,7514
MARISCAL,6056,645,94.6,5029,6401
TINOCO,6056,645,94.9,5046,6379
PERDOMO,6025,647,92.1,4934,6544
MENDIOLA,6016,648,75.4,4112,7980
MITCHELL,5989,649,1.6,44,367433
RUEDA,5988,650,91.9,4953,6513
MENCHACA,5987,651,90.5,4872,6618
SANABRIA,5984,652,91.1,4917,6566
BAEZA,5953,653,92.5,4998,6436
MONTELONGO,5941,654,94.2,5105,6308
ALFONSO,5931,655,61.6,3404,9632
CANDELARIA,5924,656,82.2,4526,7208
COTA,5914,657,63.2,3494,9356
MORIN,5899,658,20.9,1136,28184
TAMEZ,5896,659,91.8,5013,6423
ARGUELLO,5890,660,89.4,4900,6585
RODAS,5889,661,87.3,4782,6743
CARDOZA,5888,662,57,3185,10335
BARRETO,5856,663,81.2,4524,7209
ECHEVERRIA,5843,664,90.2,4975,6481
